"CONTRATO";"OBJETO_CONTRATO";"DATA_INICIO";"DATA_TERMINO";"NUMERO_CRONOGRAMA";"DESCRICAO_CRONOGRAMA";"DATA_INICIO_CRONOGRAMA";"NUMERO_DIAS_CRONOGRAMA";"DATA_TERMINO_CRONOGRAMA";"OBSERVACAO_CRONOGRAMA";"VALOR_CONTRATO";"TIPO_CRONOGRAMA"
CT-00085/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-01-07 00:00:00;0;Cronograma de execução;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;345338.23;MENSAL
CT-00085/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-01-07 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;66;2018-06-15 00:00:00;;345338.23;MENSAL
CT-00085/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-01-07 00:00:00;2;Cronograma 02;2018-06-11 00:00:00;64;2018-08-14 00:00:00;;345338.23;MENSAL
CT-00085/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-01-07 00:00:00;3;Cronograma final;2018-08-14 00:00:00;170;2019-01-31 00:00:00;;345338.23;MENSAL
CT-00085/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-01-07 00:00:00;4;cronograma 4;2019-01-28 00:00:00;153;2019-06-30 00:00:00;;345338.23;MENSAL
CT-00085/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-01-07 00:00:00;5;Cronograma 5;2019-06-30 00:00:00;191;2020-01-07 00:00:00;;345338.23;MENSAL
CT-00086/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-02-06 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;333328.21;MENSAL
CT-00086/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-02-06 00:00:00;1;Cronograma Aditado;2018-04-13 00:00:00;293;2019-01-31 00:00:00;;333328.21;MENSAL
CT-00086/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-02-06 00:00:00;2;Cronograma 2;2019-01-31 00:00:00;371;2020-02-06 00:00:00;;333328.21;MENSAL
CT-00086/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-02-06 00:00:00;3;Cronograma Referente ao aditivo contratual ;2019-09-17 00:00:00;142;2020-02-06 00:00:00;;397881.18;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;334373.32;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;126;2018-08-14 00:00:00;;334373.32;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;2;Cronograma 02;2018-05-09 00:00:00;97;2018-08-14 00:00:00;;353874.4;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;3;Cronograma 3;2018-07-25 00:00:00;98;2018-10-31 00:00:00;;353874.4;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;4;Cronograma 04;2018-10-29 00:00:00;94;2019-01-31 00:00:00;;353874.4;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;5;Cronograma 5;2019-01-31 00:00:00;392;2020-02-27 00:00:00;;353874.4;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;6;Cronograma 6;2020-02-13 00:00:00;74;2020-04-27 00:00:00;;353874.4;MENSAL
CT-00088/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2020-04-27 00:00:00;7;Cronograma 7 - Aditivo de Valor;2020-03-26 00:00:00;32;2020-04-27 00:00:00;;353080.7;MENSAL
CT-00089/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;353330.17;MENSAL
CT-00089/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;126;2018-08-14 00:00:00;;353330.17;MENSAL
CT-00089/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;3;Cronograma 02;2018-06-11 00:00:00;64;2018-08-14 00:00:00;;353330.17;MENSAL
CT-00090/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-10-29 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;338363.61;MENSAL
CT-00090/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-10-29 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;46;2018-05-26 00:00:00;;338363.61;MENSAL
CT-00090/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-10-29 00:00:00;2;Cronograma 02;2018-05-25 00:00:00;31;2018-06-25 00:00:00;;338363.61;MENSAL
CT-00090/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-10-29 00:00:00;3;Cronograma 03;2018-06-25 00:00:00;66;2018-08-30 00:00:00;;338363.61;MENSAL
CT-00090/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-10-29 00:00:00;4;Cronograma 04;2018-08-30 00:00:00;60;2018-10-29 00:00:00;;338363.61;MENSAL
CT-00090/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-10-29 00:00:00;5;Cronograma 05;2018-10-25 00:00:00;4;2018-10-29 00:00:00;;336110.21;MENSAL
CT-00091/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-04-16 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;375212.57;MENSAL
CT-00093/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-05-26 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;329436.94;MENSAL
CT-00093/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-05-26 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;46;2018-05-26 00:00:00;;329436.94;MENSAL
CT-00094/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-07-10 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;333330.51;MENSAL
CT-00094/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-07-10 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;66;2018-06-15 00:00:00;;333330.51;MENSAL
CT-00094/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-07-10 00:00:00;2;Cronograma 02;2018-06-11 00:00:00;29;2018-07-10 00:00:00;;333330.51;MENSAL
CT-00103/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-26 00:00:00;2018-08-22 00:00:00;0;Cronograma Inicial;2017-10-26 00:00:00;240;2018-06-23 00:00:00;;1014978.63;MENSAL
CT-00103/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-26 00:00:00;2018-08-22 00:00:00;1;Cronograma Físico Contratada;2017-10-26 00:00:00;240;2018-06-23 00:00:00;;1014978.63;MENSAL
CT-00103/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-26 00:00:00;2018-08-22 00:00:00;2;Cronograma 01;2018-06-11 00:00:00;72;2018-08-22 00:00:00;;1014978.63;MENSAL
CT-00087/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-06-15 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;353100;MENSAL
CT-00087/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-06-15 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;66;2018-06-15 00:00:00;;353100;MENSAL
CT-00087/2017/SST;CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-06-15 00:00:00;2;Cronograma final;2018-06-11 00:00:00;4;2018-06-15 00:00:00;;356704.09;MENSAL
CT-00092/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;0;Cronograma Inicial;2017-10-18 00:00:00;180;2018-04-16 00:00:00;;353098.88;MENSAL
CT-00092/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;1;Cronograma 01;2018-04-10 00:00:00;66;2018-06-15 00:00:00;;353098.88;MENSAL
CT-00092/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;2;Cronograma 02;2018-06-11 00:00:00;34;2018-07-15 00:00:00;;353098.88;MENSAL
CT-00092/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;3;Cronograma 03;2018-07-05 00:00:00;40;2018-08-14 00:00:00;;353098.88;MENSAL
CT-00092/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2017-10-18 00:00:00;2018-08-14 00:00:00;4;Cronograma 04;2018-08-14 00:00:00;0;2018-08-14 00:00:00;;378906.96;MENSAL
CT-00016/2017/ADR-CBS;ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DIRETA;;;0;SERVIÇOS DE PINTURA DAS EEBS.;2017-10-06 00:00:00;66;2017-12-11 00:00:00;;54900;MENSAL
CT-00027/2017/ADR-ARU;EEB. PADRE ANTONIO LUIZ DIAS;;;0;CONSTRUÇÃO DE FOSSA E SUMIDOURO E FILTRO ANAERÓBIC;2017-10-18 00:00:00;74;2017-12-31 00:00:00;CONSTRUÇÃO DE FOSSA E SUMIDOURO E FILTRO ANAERÓBIC;0;MENSAL
CT-00027/2017/ADR-ARU;EEB. PADRE ANTONIO LUIZ DIAS;;;1;REFORMA COBERTURA EEB PATRULHEIRO JUCEMAR PAES;2017-11-01 00:00:00;74;2018-01-14 00:00:00;REFORMA COBERTURA EEB PATRULHEIRO JUCEMAR PAES;13754.26;MENSAL
DL-00257/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA;;;0;"0";2017-10-26 00:00:00;90;2018-01-24 00:00:00;;2945.4;ANUAL
DL-00258/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA;;;0;"0";2017-10-26 00:00:00;90;2018-01-24 00:00:00;;5675.1;MENSAL
CT-00006/2017/ADR-IUP;EEB BERTINO SILVA  (CESSÃO DE USO COMPARTILHADO LEI 16.1972013);;;0;Cronograma do Contrato;2017-10-27 00:00:00;210;2018-05-25 00:00:00;;142240.22;MENSAL
CT-00007/2017/ADR-IUP;EEB SILVA JARDIM,EEB BERTINO SILVA  (CESSÃO DE USO COMPARTILHADO LEI 16.1972013),EEF MONT ALVERNE,CE;;;1;Cronograma dos Serviços;2017-10-30 00:00:00;60;2017-12-29 00:00:00;;51500.79;MENSAL
CT-00186/2017/SEA;DIOESC (IMPRENSA OFICIAL);;;0;cronograma 0;2017-11-05 00:00:00;90;2018-02-03 00:00:00;;94214.39;MENSAL
CT-00052/2017/ADR-CNI;EEB ESTANISLAU SCHUMANN;;;0;Serviço de Pintura;2017-10-26 00:00:00;66;2017-12-31 00:00:00;;24343.03;MENSAL
CT-03307/2017/ADR-TRO;POLICIA MILITAR DE SANTA CATARINA - CENTRO REGIONAL DE DEFESA CIVIL;;;0;Serviços de Infraestrutura Básica - CIGERD. ;2017-10-27 00:00:00;90;2018-01-25 00:00:00;;78748.54;MENSAL
CT-00025/2017/ADR-IAI;EEB MANOEL HENRIQUE DE ASSIS;;;0;Cronograma;2017-10-25 00:00:00;120;2018-02-22 00:00:00;;74622.97;MENSAL
CT-00129/2017/SED;EEB FERNANDO JOSE CARDOSO,EEM ANTONIO KNABBEN,EEF GERALDINA MARIA TAVARES,EEB HERCILIO BEZ;;2018-11-28 00:00:00;0;Execução - Recuperação contrato 129/2017.;2018-01-02 00:00:00;90;2018-04-02 00:00:00;;1080452.52;MENSAL
CT-00129/2017/SED;EEB FERNANDO JOSE CARDOSO,EEM ANTONIO KNABBEN,EEF GERALDINA MARIA TAVARES,EEB HERCILIO BEZ;;2018-11-28 00:00:00;1;Primeiro Termo Aditivo - Prazo;2018-04-02 00:00:00;90;2018-07-01 00:00:00;;1080452.52;MENSAL
CT-00129/2017/SED;EEB FERNANDO JOSE CARDOSO,EEM ANTONIO KNABBEN,EEF GERALDINA MARIA TAVARES,EEB HERCILIO BEZ;;2018-11-28 00:00:00;2;Segundo termo aditivo - Valor;2018-05-18 00:00:00;44;2018-07-01 00:00:00;;1612146.88;MENSAL
CT-00129/2017/SED;EEB FERNANDO JOSE CARDOSO,EEM ANTONIO KNABBEN,EEF GERALDINA MARIA TAVARES,EEB HERCILIO BEZ;;2018-11-28 00:00:00;3;Terceiro Termo Aditivo - Prazo;2018-07-01 00:00:00;90;2018-09-29 00:00:00;;1612146.88;MENSAL
CT-00129/2017/SED;EEB FERNANDO JOSE CARDOSO,EEM ANTONIO KNABBEN,EEF GERALDINA MARIA TAVARES,EEB HERCILIO BEZ;;2018-11-28 00:00:00;4;Cronograma do Quarto Termo Aditivo - Prazo;2018-09-29 00:00:00;60;2018-11-28 00:00:00;;1612146.88;MENSAL
CT-00053/2017/ADR-CNI;EEB LUIZ DAVET;;;0;Serviços de Pintura;2017-10-26 00:00:00;66;2017-12-31 00:00:00;;91617.66;MENSAL
CT-00010/2017/ADR-PLI;RODOVIAS ESTADUAIS;;;0;Manutenção das Rodovias Estaduais-ADR-PALMITOS;2017-10-17 00:00:00;90;2018-01-15 00:00:00;;119867.77;MENSAL
CT-00009/2017/ADR-PLI;EEB DELMINDA SILVEIRA;;2017-12-31 00:00:00;0;Preventivo Contra incêndio EEB Delminda Silveira ;2017-10-02 00:00:00;90;2017-12-31 00:00:00;;138203.61;MENSAL
CT-00009/2017/ADR-PLI;EEB DELMINDA SILVEIRA;;2017-12-31 00:00:00;1;PREVENTIVO DE INCÊNDIO EEB DELMINDA;2017-12-01 00:00:00;30;2017-12-31 00:00:00;;162703.53;MENSAL
CT-00015/2017/ADR-JGS;MANUTENÇÃO BEM PÚBLICO - ADR DE JARAGUÁ DO SUL;2017-11-08 00:00:00;2018-03-08 00:00:00;0;Cronograma 1;2017-11-08 00:00:00;120;2018-03-08 00:00:00;;45543.25;MENSAL
CT-00044/2017/ADR-LGS;CEDUP CAETANO COSTA;;;0;Pintura do Cedup Caetano Costa;2017-11-09 00:00:00;90;2018-02-07 00:00:00;;47902.88;MENSAL
CT-00043/2017/ADR-LGS;EEB LÚCIA FERNANDES LOPES;;;0;Quadra da EEB Lucia Fernandes Lopes;2017-11-08 00:00:00;90;2018-02-06 00:00:00;;52951.34;MENSAL
CT-00016/2017/ADR-RSL;EEB TEREZA CRISTINA;2017-11-10 00:00:00;2017-12-10 00:00:00;0;Cronograma;2017-11-10 00:00:00;30;2017-12-10 00:00:00;;17057.92;MENSAL
CT-00813/2017/SES-FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2018-05-25 00:00:00;2021-07-24 00:00:00;0;Cronograma inicial;2018-05-25 00:00:00;180;2018-11-21 00:00:00;;95024.95;MENSAL
CT-00813/2017/SES-FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2018-05-25 00:00:00;2021-07-24 00:00:00;1;Cronograma Aditivo 1;2018-11-20 00:00:00;121;2019-03-21 00:00:00;;95024.95;MENSAL
CT-00813/2017/SES-FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2018-05-25 00:00:00;2021-07-24 00:00:00;2;Cronograma TA2;2019-03-21 00:00:00;45;2019-05-05 00:00:00;;95024.95;MENSAL
CT-00813/2017/SES-FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2018-05-25 00:00:00;2021-07-24 00:00:00;3;Cronograma 03;2021-06-24 00:00:00;30;2021-07-24 00:00:00;Termo aditivo 03;95024.95;MENSAL
CT-00013/2017/ADR-RSL;EEB WILLY HERING,CEJA - CENTRO EDUCAÇÃO JOVENS E ADULTO,EEB TEREZA CRISTINA,EEB PAULO ZIMMERMANN,EEB;;;0;Cronograma de execução;2017-11-10 00:00:00;60;2018-01-09 00:00:00;;452913.92;MENSAL
AD-00014/2017/SSP-FUMPOM;POLICIA MILITAR DE SANTA CATARINA;;;0;Instalação das grades do CEPM;2017-11-21 00:00:00;53;2018-01-13 00:00:00;;14865;MENSAL
CT-01479/2017/EPAGRI;EPAGRI -  ESTAÇÃO EXPERIMENTAL DE URUSSANGA;;;0;Cronograma;2018-04-24 00:00:00;90;2018-07-23 00:00:00;;56751.92;MENSAL
CT-00027/2017/ADR-BNU;EEB FREI GODOFREDO;;2018-06-25 00:00:00;0;Reforma da EEB Frei Godofredo;2017-11-27 00:00:00;210;2018-06-25 00:00:00;Reforma da EEB Frei Godofredo;242432.45;MENSAL
CT-00027/2017/ADR-BNU;EEB FREI GODOFREDO;;2018-06-25 00:00:00;1;Novo cronograma para serviços do aditivo;2018-03-20 00:00:00;15;2018-04-04 00:00:00;;317581.65;MENSAL
CT-00010/2017/ADR-QBO;MANUTENÇÃO BEM PÚBLICO - ADR DE QUILOMBO, RODOVIAS ESTADUAIS;;;0;Cronograma;2017-11-17 00:00:00;55;2018-01-11 00:00:00;;145699.95;MENSAL
CT-00132/2017/SED;EEM JOÃO GONÇALVES PINHEIRO (VEREADOR OSCAR MANOEL DA CONCEIÇÃO) - ESCOLA JOVEM;2017-12-08 00:00:00;2018-10-03 00:00:00;0;Cronograma básico.;2017-12-08 00:00:00;120;2018-04-07 00:00:00;;99882.62;MENSAL
CT-00132/2017/SED;EEM JOÃO GONÇALVES PINHEIRO (VEREADOR OSCAR MANOEL DA CONCEIÇÃO) - ESCOLA JOVEM;2017-12-08 00:00:00;2018-10-03 00:00:00;1;Primeiro Termo Aditivo - Prazo;2018-04-07 00:00:00;90;2018-07-06 00:00:00;;99882.62;MENSAL
CT-00132/2017/SED;EEM JOÃO GONÇALVES PINHEIRO (VEREADOR OSCAR MANOEL DA CONCEIÇÃO) - ESCOLA JOVEM;2017-12-08 00:00:00;2018-10-03 00:00:00;2;Cronograma relativo ao segundo termo aditivo.;2018-09-06 00:00:00;27;2018-10-03 00:00:00;;133810.81;MENSAL
CT-00484/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA E DEFESA DO CIDADÃO;;2019-03-01 00:00:00;0;"1";2017-12-06 00:00:00;120;2018-04-05 00:00:00;;17493;ANUAL
CT-00484/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA E DEFESA DO CIDADÃO;;2019-03-01 00:00:00;1;"2";2018-04-04 00:00:00;91;2018-07-04 00:00:00;;17493;MENSAL
CT-00484/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA E DEFESA DO CIDADÃO;;2019-03-01 00:00:00;2;total;2018-07-01 00:00:00;93;2018-10-02 00:00:00;;17493;MENSAL
CT-00484/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA E DEFESA DO CIDADÃO;;2019-03-01 00:00:00;3;"1";2018-10-01 00:00:00;61;2018-12-01 00:00:00;;17493;ANUAL
CT-00484/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA E DEFESA DO CIDADÃO;;2019-03-01 00:00:00;4;"4";2018-11-30 00:00:00;91;2019-03-01 00:00:00;;17493;ANUAL
CT-00130/2017/SED;EEB ELOISA MARIA PRAZERES DE FARIAS;;2020-03-25 00:00:00;0;Cronograma inicial do contrato;2017-12-06 00:00:00;180;2018-06-04 00:00:00;;44376.5;MENSAL
CT-00130/2017/SED;EEB ELOISA MARIA PRAZERES DE FARIAS;;2020-03-25 00:00:00;1;Primeiro Termo Aditivo - Prazo;2018-06-04 00:00:00;120;2018-10-02 00:00:00;;44376.5;MENSAL
CT-00130/2017/SED;EEB ELOISA MARIA PRAZERES DE FARIAS;;2020-03-25 00:00:00;2;Cronograma Segundo Termo Aditivo - Prazo;2018-09-05 00:00:00;147;2019-01-30 00:00:00;;44376.5;MENSAL
CT-00130/2017/SED;EEB ELOISA MARIA PRAZERES DE FARIAS;;2020-03-25 00:00:00;3;Cronograma do Terceiro Termo Aditivo - Prazo;2018-12-28 00:00:00;153;2019-05-30 00:00:00;;44376.5;MENSAL
CT-00130/2017/SED;EEB ELOISA MARIA PRAZERES DE FARIAS;;2020-03-25 00:00:00;4;Cronograma Quinto Termo Aditivo - Prazo;2019-05-30 00:00:00;120;2019-09-27 00:00:00;;44914.17;MENSAL
CT-00130/2017/SED;EEB ELOISA MARIA PRAZERES DE FARIAS;;2020-03-25 00:00:00;5;Cronograma Sexto Termo Aditivo - Prazo;2019-09-27 00:00:00;180;2020-03-25 00:00:00;;44914.17;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;0;CONSTRUÇÃO DE MUROS E GUARITAS NA PENITENCIARIA DA;2017-10-03 00:00:00;86;2017-12-28 00:00:00;;476392.78;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;1;CONSTRUÇÃO DE MUROS E GUARITAS PENITENCIÁRIA;2017-12-28 00:00:00;180;2018-06-26 00:00:00;;476392.78;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;2;NOVO;2018-06-26 00:00:00;120;2018-10-24 00:00:00;NOVO;476392.78;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;3;CRONOGRAMA PÓS ADITIVO DE VALOR;2018-08-03 00:00:00;82;2018-10-24 00:00:00;;463852.78;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;4;CRONOGRAMA ADITIVO DE PRAZO 4;2018-10-24 00:00:00;120;2019-02-21 00:00:00;;463852.78;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;5;CRONOGRAMA ADITIVO 05;2018-12-07 00:00:00;76;2019-02-21 00:00:00;;559167.86;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;6;CRONOGRAMA DO ADITIVO ;2019-02-21 00:00:00;120;2019-06-21 00:00:00;;559167.86;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;7;oitavo termo aditivo;2019-06-21 00:00:00;60;2019-08-20 00:00:00;;559167.86;MENSAL
CT-00015/2017/SJC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2017-10-03 00:00:00;2019-10-04 00:00:00;8;Nono Termo Aditivo;2019-08-20 00:00:00;45;2019-10-04 00:00:00;;559167.86;MENSAL
CT-00131/2017/SED;INSTITUTO ESTADUAL DE EDUCAÇÃO;2017-11-29 00:00:00;2018-06-27 00:00:00;0;cronograma inicial;2017-11-29 00:00:00;90;2018-02-27 00:00:00;;57807.54;MENSAL
CT-00131/2017/SED;INSTITUTO ESTADUAL DE EDUCAÇÃO;2017-11-29 00:00:00;2018-06-27 00:00:00;1;Primeiro termo Aditivo - Prazo;2018-02-27 00:00:00;120;2018-06-27 00:00:00;;57807.54;MENSAL
CT-00131/2017/SED;INSTITUTO ESTADUAL DE EDUCAÇÃO;2017-11-29 00:00:00;2018-06-27 00:00:00;2;Segundo Termo Aditivo - Valor;2018-05-18 00:00:00;40;2018-06-27 00:00:00;;66489.37;MENSAL
CT-00426/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA;;2019-03-06 00:00:00;0;Total;2018-04-10 00:00:00;120;2018-08-08 00:00:00;;14400;MENSAL
CT-00426/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA;;2019-03-06 00:00:00;1;Complementar;2018-08-01 00:00:00;127;2018-12-06 00:00:00;;14400;MENSAL
CT-00426/2017/SSP-FMSP;SSP - SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA;;2019-03-06 00:00:00;2;"2";2018-09-10 00:00:00;177;2019-03-06 00:00:00;;14400;ANUAL
CT-00028/2017/ADR-ARU;ANTIGO DEINFRA - ARARANGUÁ;2017-11-07 00:00:00;2018-07-05 00:00:00;0;MELHORIAS PÁTIO DO FAROL MORRO DOS CONVENTOS;2017-11-07 00:00:00;60;2018-01-06 00:00:00;EM FAVOR DA DEFESA CIVIL;120325.61;MENSAL
